drug name	moa
msdc-0602k	mitochondrial pyruvate carrier modulator
msx-122	CC chemokine receptor antagonist
mtpg	glutamate receptor antagonist
mubritinib	protein tyrosine kinase inhibitor
mupirocin	isoleucyl-tRNA synthetase inhibitor
muscimol	benzodiazepine receptor agonist
mut056399	FABI inhibitor
my-5445	phosphodiesterase inhibitor
my-5445	platelet aggregation inhibitor
mycophenolate-mofetil	dehydrogenase inhibitor
mycophenolate-mofetil	inositol monophosphatase inhibitor
mycophenolic-acid	dehydrogenase inhibitor
mycophenolic-acid	inositol monophosphatase inhibitor
myricetin	androgen receptor agonist
myricetin	cytochrome P450 inhibitor
myricitrin	PKC inhibitor
myristyl-nicotinate	topical sunscreen agent
n-(p-amylcinnamoyl)-anthranilic-acid	phospholipase inhibitor
n-[2-(piperidinylamino)ethyl]-4-iodobenzamide	sigma receptor ligand
n20c	glutamate receptor antagonist
n6022	alcohol dehydrogenase inhibitor
n6-cyclopentyladenosine	adenosine receptor agonist
nab-2	ubiquitin ligase transport promoter
nabumetone	cyclooxygenase inhibitor
n-acetylglycyl-d-glutamic-acid	glutamate receptor agonist
n-acetyltryptamine	melatonin receptor agonist
nadide	free radical scavenger
nadifloxacin	bacterial DNA gyrase inhibitor
nadolol	adrenergic receptor antagonist
nafadotride	dopamine receptor antagonist
nafamostat	serine protease inhibitor
nafcillin	bacterial cell wall synthesis inhibitor
naftidrofuryl	adrenergic receptor antagonist
naftifine	fungal squalene epoxidase inhibitor
naftopidil	adrenergic receptor antagonist
nalbuphine	opioid receptor agonist
nalbuphine	opioid receptor antagonist
nalfurafine	opioid receptor agonist
nalidixic-acid	bacterial DNA gyrase inhibitor
nalmefene	opioid receptor antagonist
naloxegol	opioid receptor antagonist
naloxone	opioid receptor antagonist
naloxone-benzoylhydrazone	opioid receptor antagonist
n-alpha-methylhistamine-dihydrochloride	histamine receptor agonist
naltrexone	opioid receptor antagonist
naltriben	opioid receptor antagonist
naltrindole	opioid receptor antagonist
nan-190	serotonin receptor agonist
nanchangmycin	other antibiotic
napabucasin	STAT inhibitor
napamezole	adrenergic receptor antagonist
napamezole	monoamine reuptake inhibitor
naphazoline	adrenergic receptor agonist
naphthoquine-phosphate	antimalarial agent
napirimus	immunosuppressant
naproxen	cyclooxygenase inhibitor
naquotinib	EGFR inhibitor
narasin	antiprotozoal agent
naratriptan	serotonin receptor agonist
naringenin	aromatase inhibitor
naringenin	TRPV antagonist
naringin	cytochrome P450 inhibitor
naringin-dihydrochalcone	cytochrome P450 inhibitor
narlaprevir	HCV inhibitor
nas-181	serotonin receptor antagonist
nastorazepide	CCK receptor antagonist
natamycin	fungal ergosterol inhibitor
nateglinide	insulin secretagogue
nav-26	voltage-gated sodium channel blocker
navarixin	CC chemokine receptor antagonist
navitoclax	BCL inhibitor
naxagolide	dopamine receptor agonist
nb-001	antiviral
n-benzylnaltrindole	opioid receptor antagonist
nbi-27914	corticotropin releasing factor receptor antagonist
nbi-74330-(+/-)	CC chemokine receptor antagonist
nbi-98782	vesicular monoamine transporter inhibitor
nbqx	glutamate receptor antagonist
ncs-382	GABA receptor antagonist
ncx-1015	interleukin sythesis stimulator
ndt-9513727	complement antagonist
ne-100	sigma receptor antagonist
nebivolol	adrenergic receptor antagonist
nebracetam	acetylcholine receptor agonist
neca	adenosine receptor agonist
necrostatin-1	RIPK inhibitor
necrostatin-2	necroptosis inhibitor
necrostatin-2	RIPK inhibitor
nedaplatin	DNA inhibitor
nedocromil	histamine receptor antagonist
nefazodone	adrenergic inhibitor
nefazodone	norepinephrine reuptake inhibitor
nefazodone	serotonin receptor antagonist
nefazodone	serotonin reuptake inhibitor
nefiracetam	acetylcholine receptor agonist
nefiracetam	benzodiazepine receptor agonist
nefopam	cyclooxygenase inhibitor
nelarabine	DNA synthesis inhibitor
nelarabine	T cell inhibitor
nelfinavir	HIV protease inhibitor
nelociguat	guanylate cyclase stimulant
nelotanserin	serotonin receptor inverse agonist
nemazoline	adrenergic receptor agonist
nemazoline	adrenergic receptor antagonist
nemonapride	dopamine receptor antagonist
nemorexant	orexin receptor antagonist
nemorubicin	topoisomerase inhibitor
neomycin	bacterial 30S ribosomal subunit inhibitor
neostigmine	acetylcholinesterase inhibitor
nepafenac	cyclooxygenase inhibitor
nepicastat	dopamine beta hydroxylase inhibitor
neratinib	EGFR inhibitor
nerbacadol	cyclooxygenase inhibitor
neridronic-acid	bone resorption inhibitor
nesbuvir	RNA polymerase inhibitor
netilmicin	protein synthesis inhibitor
netupitant	tachykinin antagonist
neu2000	ionotropic glutamate receptor antagonist
neurodazine	neurogenesis of non-pluripotent C2C12 myoblast inducer
neuropathiazol	neural stem cell inducer
nevirapine	non-nucleoside reverse transcriptase inhibitor
nexturastat-a	HDAC inhibitor
nfkb-activation-inhibitor-ii	NFkB pathway inhibitor
ngb-2904	dopamine receptor antagonist
ngd-94-1	dopamine receptor antagonist
ngd-98-2	corticotropin releasing factor receptor antagonist
ng-nitro-arginine	nitric oxide synthase inhibitor
ngp555	gamma secretase modulator
nh125	eukaryotic translation elongation factor 2 inhibitor
nhi-2	lactate dehydrogenase inhibitor
ni-57	bromodomain inhibitor
niacin	NAD precursor
niacin	vitamin B
nialamide	monoamine oxidase inhibitor
nibentan	potassium channel blocker
nicainoprol	angiotensin converting enzyme inhibitor
nicaraven	free radical scavenger
nicardipine	calcium channel blocker
nicergoline	adrenergic receptor antagonist
niceritrol	NAD precursor
niclosamide	DNA replication inhibitor
niclosamide	STAT inhibitor
nicodicosapent	sterol regulatory element binding protein (SREBP) inhibitor
nicorandil	nitric oxide donor
nicorandil	potassium channel activator
nicotinamide	protein synthesis stimulant
nicotine	acetylcholine receptor agonist
nida-41020	cannabinoid receptor antagonist
nifedipine	calcium channel blocker
nifekalant	potassium channel blocker
nifenalol	adrenergic receptor antagonist
nifenazone	analgesic agent
niflumic-acid	cyclooxygenase inhibitor
nifuroxazide	bacterial DNA inhibitor
nifursol	bacterial DNA inhibitor
nifurtimox	DNA inhibitor
niguldipine-(s)-(+)	adrenergic receptor antagonist
nikethamide	immunostimulant
nilotinib	Abl kinase inhibitor
nilotinib	Bcr-Abl kinase inhibitor
nilutamide	androgen receptor antagonist
nilvadipine	calcium channel blocker
nim811	mitochondrial permeability transition inhibitor
nimesulide	cyclooxygenase inhibitor
nimodipine	calcium channel blocker
nimorazole	bacterial DNA inhibitor
nimustine	DNA alkylating agent
ningetinib-tosylate	protein tyrosine kinase inhibitor
nintedanib	FGFR inhibitor
nintedanib	PDGFR tyrosine kinase receptor inhibitor
nintedanib	VEGFR inhibitor
niraparib	PARP inhibitor
niridazole	phosphofructokinase inhibitor
nisin	bacterial cell wall synthesis inhibitor
nisoldipine	calcium channel blocker
nisoxetine	norepinephrine reuptake inhibitor
nitazoxanide	pyruvate ferredoxin oxidoreductase inhibitor
nitecapone	catechol O methyltransferase inhibitor
nithiamide	bacterial DNA inhibitor
nitisinone	hydroxyphenylpyruvate dioxygenase inhibitor
nitrendipine	calcium channel blocker
nitrocaramiphen	cholinergic receptor antagonist
nitroflurbiprofen	cyclooxygenase inhibitor
nitrofurantoin	DNA inhibitor
nitrofurazone	bacterial DNA inhibitor
nitrosodimethylurea	DNA synthesis inhibitor
nitroxoline	cathepsin inhibitor
nizatidine	histamine receptor antagonist
nizofenone	ion channel antagonist
nk-252	nuclear factor erythroid derived
nk-252	like (NRF2) activator
nkp-1339	HSP inhibitor
nky-80	adenylyl cyclase inhibitor
nlg919	"indoleamine 2,3-dioxygenase inhibitor"
nm107	RNA polymerase inhibitor
nmda	glutamate receptor agonist
n-methyllidocaine-iodide	antiarrhythmic medication
n-methylquipazine	serotonin receptor agonist
n-mppp	opioid receptor agonist
nms-1286937	PLK inhibitor
nms-873	ATPase inhibitor
nms-e973	HSP inhibitor
nms-p715	protein kinase inhibitor
nnc-05-2090	GABA uptake inhibitor
nnc-05-2090	GAT inhibitor
nnc-55-0396	T-type calcium channel blocker
nnc-63-0532	opioid receptor agonist
nnc-711	GABA uptake inhibitor
nn-dnj	glucosidase inhibitor
no-asa	cyclooxygenase inhibitor
nobiletin	MEK inhibitor
nocodazole	tubulin polymerization inhibitor
nolatrexed	thymidylate synthase inhibitor
nomegestrol-acetate	progesterone receptor agonist
nomifensine	dopamine reuptake inhibitor
nomifensine	noradrenaline uptake inhibitor
nonivamide	TRPV agonist
nonoxynol-9	membrane integrity inhibitor
nor-binaltorphimine	opioid receptor antagonist
norcyclobenzaprine	adrenergic receptor agonist
norcyclobenzaprine	serotonin receptor antagonist
norepinephrine	adrenergic receptor agonist
norethindrone	progesterone receptor agonist
norethindrone-acetate	progesterone receptor agonist
norethisterone-enanthate	contraceptive agent
noretynodrel	progestogen hormone
norfloxacin	bacterial DNA gyrase inhibitor
norfluoxetine	selective serotonin reuptake inhibitor (SSRI)
norgestimate	progesterone receptor agonist
norgestrel	progesterone receptor agonist
nornicotine	acetylcholine receptor agonist
nortriptyline	tricyclic antidepressant
noscapine	bradykinin receptor antagonist
noscapine	tubulin polymerization inhibitor
novobiocin	bacterial DNA gyrase inhibitor
npc-01	steroid
npc-15199	ICAM1 antagonist
nppb	chloride channel blocker
nps-2143	calcium receptor antagonist
nps-2407	glutamate receptor antagonist
npy-5ra972	neuropeptide receptor antagonist
nqdi-1	caspase inhibitor
ns-018	JAK inhibitor
ns-11021	calcium-activated potassium channel activator
ns-11394	GABA receptor agonist
ns-1643	voltage-gated potassium channel activator
ns-19504	calcium-activated potassium channel activator
ns-309	calcium-activated potassium channel activator
ns-3623	voltage-gated potassium channel activator
ns-3861	acetylcholine receptor agonist
ns-5806	voltage-gated potassium channel activator
ns-8	potassium channel agonist
ns-8593	calcium-activated potassium channel modulator
ns-9283	acetylcholine receptor allosteric modulator
n-salicoylaminophenol	ribonucleotide reductase inhibitor
nsc-23766	Ras GTPase inhibitor
nsc-319726	p53 activator
nsc-3852	HDAC inhibitor
nsc-405020	matrix metalloprotease inhibitor
nsc-4644	ACAT inhibitor
nsc-4644	sterol regulatory element binding protein (SREBP) inhibitor
nsc-5844	CC chemokine receptor agonist
nsc-625987	CDK inhibitor
nsc-632839	ubiquitin specific protease inhibitor
nsc-636819	histone demethylase inhibitor
nsc-663284	CDC inhibitor
nsc-697923	ubiquitin-conjugating enzyme inhibitor
nsc-95397	CDC inhibitor
nsc-9965	acetylcholine receptor antagonist
nsi-189	neurotrophic agent
nsp-805	phosphodiesterase inhibitor
nt157	IGF-1 inhibitor
ntncb	neuropeptide receptor antagonist
ntrc-824	neurotensin receptor antagonist
ntzdpa	PPAR receptor agonist
nu-1025	PARP inhibitor
nu-2058	cyclin D inhibitor
nu-6027	CDK inhibitor
nu-7026	DNA dependent protein kinase inhibitor
nu-7026	mTOR inhibitor
nu-7026	PI3K inhibitor
nu-7441	DNA dependent protein kinase inhibitor
nuclomedone	immunosuppressant
nutlin-3	MDM inhibitor
nuvenzepine	acetylcholine receptor antagonist
nvp-231	ceramidase inhibitor
nvp-adw742	insulin growth factor receptor inhibitor
nvp-aew541	IGF-1 inhibitor
nvp-auy922	HSP inhibitor
nvp-bez235	mTOR inhibitor
nvp-bez235	PI3K inhibitor
nvp-bgj398	FGFR inhibitor
nvp-bhg712	ephrin inhibitor
nvp-bsk805	JAK inhibitor
nvp-bvu972	MET inhibitor
nvp-dpp728	dipeptidyl peptidase inhibitor
nvp-hsp990	HSP inhibitor
nvp-tae226	protein tyrosine kinase inhibitor
nvp-tae684	ALK tyrosine kinase receptor inhibitor
nvp-tnks656	tankyrase inhibitor
nvs-pak1-1	p21 activated kinase inhibitor
nxy-059	free radical scavenger
nystatin	fungal ergosterol inhibitor
o-1918	cannabinoid receptor antagonist
o-304	AMPK activator
o-3m3fbs	phospholipase activator
o4i1	Oct inducer
o6-benzylguanine	O6-alkylguanine-DNA alkyltransferase inhibitor
oac1	Oct activator
oac2	Oct activator
obatoclax	BCL inhibitor
obeticholic-acid	FXR agonist
obidoxime	cholinesterase reactivator
oc000459	CRTH receptor antagonist
ocaperidone	serotonin receptor antagonist
ochromycinone	STAT inhibitor
ocinaplon	GABA receptor modulator
oco-1112	cholesterol inhibitor
octenidine	membrane integrity inhibitor
octodrine	antitumor agent
octopamine	trace amine associated receptor agonist
octreotide	somatostatin receptor agonist
odanacatib	cathepsin inhibitor
odq	guanylyl cyclase inhibitor
of-1	bromodomain inhibitor
ofloxacin	bacterial DNA gyrase inhibitor
ogerin	G protein-coupled receptor modulator
og-l002	histone lysine demethylase inhibitor
oglemilast	phosphodiesterase inhibitor
oglufanide	VEGF antagonist
oicr-9429	WDR5/MLL interaction inhibitor
olanzapine	dopamine receptor antagonist
olanzapine	serotonin receptor antagonist
olaparib	PARP inhibitor
olda	TRPV agonist
oleamide	cannabinoid receptor agonist
oleandrin	Na/K-ATPase inhibitor
oleanolic-acid	G protein-coupled receptor agonist
oleoylethanolamide	cannabinoid receptor agonist
oleoylethanolamide	glucose dependent insulinotropic receptor agonist
oleoylethanolamide	potassium channel blocker
oleoylethanolamide	PPAR receptor agonist
olesoxime	apoptosis stimulant
oleuropein	estrogen receptor agonist
oligomycin-a	ATP synthase inhibitor
oligomycin-a	ATPase inhibitor
olmesartan	angiotensin receptor antagonist
olmesartan-medoxomil	angiotensin receptor antagonist
olmutinib	Bruton's tyrosine kinase (BTK) inhibitor
olmutinib	EGFR inhibitor
olodanrigan	angiotensin antagonist
olomoucine	CDK inhibitor
olopatadine	histamine receptor antagonist
olprinone	phosphodiesterase inhibitor
olsalazine	cyclooxygenase inhibitor
oltipraz	nuclear factor erythroid derived
oltipraz	like (NRF2) activator
olumacostat-glasaretil	acetyl-CoA carboxylase inhibitor
olvanil	TRPV agonist
omadacycline	bacterial 30S ribosomal subunit inhibitor
omapatrilat	metalloproteinase inhibitor
omarigliptin	dipeptidyl peptidase inhibitor
ombitasvir	HCV inhibitor
ombrabulin	tubulin polymerization inhibitor
omdm-2	FAAH inhibitor
omecamtiv-mecarbil	cardiac myosin activator
omega-3-acid-esters	cholesterol inhibitor
omeprazole	ATPase inhibitor
omeprazole-magnesium	proton pump inhibitor
omeprazole-sulfide	ATPase inhibitor
omtriptolide	ERK1 and ERK2 phosphorylation inhibitor
on-01500	apoptosis stimulant
on123300	CDK inhibitor
onc201	AKT inhibitor
onc201	MAP kinase inhibitor
oncrasin-1	apoptosis stimulant
ondansetron	serotonin receptor antagonist
ono-4059	Bruton's tyrosine kinase (BTK) inhibitor
ono-4817	matrix metalloprotease inhibitor
ono-8130	prostanoid receptor antagonist
ono-ae3-208	prostanoid receptor antagonist
onx-0914	proteasome inhibitor
op-0595	beta lactamase inhibitor
opc-21268	vasopressin receptor antagonist
opicapone	catechol O methyltransferase inhibitor
opipramol	sigma receptor agonist
oprozomib	proteasome inhibitor
or-486	catechol O methyltransferase inhibitor
orantinib	FGFR inhibitor
orantinib	PDGFR tyrosine kinase receptor inhibitor
orantinib	VEGFR inhibitor
orbifloxacin	bacterial DNA gyrase inhibitor
ore1001	angiotensin converting enzyme inhibitor
org-12962	serotonin receptor agonist
org-25543	glycine transporter inhibitor
org-26576	glutamate receptor modulator
org-27569	cannabinoid receptor modulator
org-9768	adrenergic receptor antagonist
oridonin	BCL inhibitor
oritavancin	bacterial cell wall synthesis inhibitor
orlistat	lipase inhibitor
