drug.me	AD.composite.score.repurposed	AD.ranking.repurposed	AD.composite.score.trials	AD.ranking.trials	AD.weighted_sum	AD.rank_of_weighted_sum	PD.composite.score.repurposed	PD.ranking.repurposed	PD.composite.score.trials	PD.ranking.trials	PD.weighted.sum	PD.ranking.of.weighted.sum	HD.composite.score.repurposed	HD.ranking.repurposed	HD.composite.score.trials	HD.ranking.trials	HD_weighted_sum	HD_rank_of_weighted_sum	MS.composite.score.repurposed	MS.ranking.repurposed	MS.composite.score.trials	MS.ranking.trials	MS.weighted.sum	MS.ranking.weighted.sum
efavirenz	0.191869919	2736	0.205	1096	0.19843496	1728	0.335783784	1396	0	2548	0.167891892	2275	0	2125	0	2359	0	2870	0.270857143	1113	0	2358	0.135428572	1291
etravirine	0.191869919	2737	0.205	1097	0.19843496	1729	0.335783784	1397	0	2644	0.167891892	2276	0	2254	0	2445	0	2963	0.4	164	0	2472	0.2	659
fexaramine	0.191869919	2738	0	3118	0.09593496	3016	0	3936			0	4005	0	2297			0	2990	0	2583	0	2516	0	3097
genistein	0.191869919	2739	0.16	1557	0.17593496	1944	0.221405405	2964	0.4	485	0.310702703	1263	0.267692308	379	0.4	460	0.333846154	219	0.195428571	1269	0	2625	0.097714286	1724
glafenine	0.191869919	2740	0.16	1559	0.17593496	1945	0.207567568	3068	0.4	486	0.303783784	1343	0	2422	0.4	461	0.2	879	0.130285714	1353	0	2642	0.065142857	1909
gr-235	0.191869919	2741	0	3234	0.09593496	3017	0.211809524	2993			0.105904762	3102	0	2443			0	3100	0	2726	0	2669	0	3213
gsk2330672	0.191869919	2742	0	3249	0.09593496	3018	0	4032			0	4095	0	2464			0	3115	0	2747	0	2690	0	3228
gw-4064	0.191869919	2743	0	3273	0.09593496	3019	0	4048			0	4110	0	2498			0	3139	0	2776	0	2725	0	3254
indivir	0.191869919	2744	0	3365	0.09593496	3020	0.332108108	1607	0	2948	0.166054054	2468	0	2631	0	2699	0	3226	0	2892	0	2839	0	3345
indocyanine-green	0.191869919	2745	0	3367	0.09593496	3021	0	4097			0	4158	0	2634			0	3229	0	2897	0	2842	0	3347
iowh032	0.191869919	2746	0.16	1569	0.17593496	1946	0.207567568	3075	0.4	525	0.303783784	1344	0	2648	0.4	504	0.2	908	0.130285714	1354	0	2852	0.065142857	1910
isavucozole	0.191869919	2747	0	3385	0.09593496	3022	0.332108108	1611	0	2970	0.166054054	2472	0	2660	0	2717	0	3247	0	2917	0	2865	0	3361
isoniazid	0.191869919	2748	0.205	1100	0.19843496	1730	0.335783784	1399	0	2980	0.167891892	2278	0	2671	0	2722	0	3255	0.564190476	7	0	2875	0.282095238	364
ivacaftor	0.191869919	2749	0.16	1570	0.17593496	1947	0.207567568	3077	0.4	538	0.303783784	1345	0	2685	0.4	517	0.2	918	0.130285714	1355	0	2888	0.065142857	1911
lumacaftor	0.191869919	2750	0.16	1575	0.17593496	1948	0.207567568	3080	0.4	562	0.303783784	1346	0	2880	0.4	544	0.2	940	0.130285714	1357	0	3050	0.065142857	1912
metronidazole	0.191869919	2751	0.205	1102	0.19843496	1731	0.335783784	1402	0	3254	0.167891892	2281	0	3017	0	2952	0	3490	0.4	259	0	3182	0.2	747
dide	0.191869919	2752	0.08	2032	0.13593496	2375	0.303783784	2108	0	3353	0.151891892	2778	0	3132	0	3026	0	3573	0.141714286	1328	0.053333333	1290	0.09752381	1727
fcillin	0.191869919	2753	0	3747	0.09593496	3023	0.332108108	1636	0	3355	0.166054054	2497	0	3135	0	3027	0	3574	0.141714286	1329	0	3284	0.070857143	1867
ringin	0.191869919	2754	0	3759	0.09593496	3024	0	4311	0	3372	0	4362	0	3153			0	3589	0	3359	0	3299	0	3695
nelfivir	0.191869919	2755	0.205	1104	0.19843496	1732	0.335783784	1403	0	3385	0.167891892	2282	0	3174	0	3053	0	3602	0.270857143	1117	0	3316	0.135428572	1295
nevirapine	0.191869919	2756	0.205	1105	0.19843496	1733	0.335783784	1404	0	3394	0.167891892	2283	0	3181	0	3059	0	3609	0.270857143	1118	0	3324	0.135428572	1296
nimodipine	0.191869919	2757	0.16	1594	0.17593496	1949	0.430043758	569	0.4	610	0.415021879	459	0	3199	0.4	608	0.2	988	0.130285714	1360	0	3336	0.065142857	1913
obeticholic-acid	0.191869919	2758	0	3851	0.09593496	3025	0	4376			0	4423	0	3269			0	3678	0	3475	0	3409	0	3788
pa-452	0.191869919	2759	0.09	1978	0.14093496	2218	0.332108108	1668	0	3550	0.166054054	2528	0	3347	0	3192	0	3727	0	3560	0	3495	0	3858
palmatine-chloride	0.191869919	2760	0	3916	0.09593496	3026	0.332108108	1670	0	3554	0.166054054	2530	0	3350	0	3196	0	3730	0	3562	0	3499	0	3859
pf-4981517	0.191869919	2761	0	3982	0.09593496	3027	0.332108108	1678	0	3616	0.166054054	2537	0	3425	0	3247	0	3774	0	3638	0	3573	0	3919
phloretin	0.191869919	2762	0.1	1942	0.14593496	2116	0	4464			0	4510	0	3453			0	3798	0	3669	0	3600	0	3941
probenecid	0.191869919	2763	0	4057	0.09593496	3028	0	4506	0	3722	0	4547	0	3558	0	3334	0	3868	0.2	1266	0	3689	0.1	1711
rifampin	0.191869919	2764	0	4155	0.09593496	3029	0	4562	0	3814	0	4603	0.16	954			0.08	1970	0.093333333	1399	0	3812	0.046666667	2031
rifamycin	0.191869919	2765	0	4156	0.09593496	3030	0	4563			0	4604	0	3684			0	3955	0.093333333	1400	0	3813	0.046666667	2032
rifapentine	0.191869919	2766	0.205	1108	0.19843496	1734	0.335783784	1406	0	3815	0.167891892	2285	0.16	955	0	3419	0.08	1971	0.493333333	23	0	3814	0.246666667	485
ritovir	0.191869919	2767	0.205	1109	0.19843496	1735	0.335783784	1407	0	3830	0.167891892	2286	0	3701	0	3430	0	3969	0.270857143	1119	0	3828	0.135428572	1297
saquivir	0.191869919	2768	0	4228	0.09593496	3031	0.332108108	1713	0	3897	0.166054054	2570	0	3790	0	3494	0	4026	0	3952	0	3909	0	4158
simeprevir	0.191869919	2769	0	4289	0.09593496	3032	0.332108108	1721	0	3969	0.166054054	2576	0	3880	0	3569	0	4087	0.141714286	1334	0	4008	0.070857143	1872
sulfanilamide	0.191869919	2770	0.205	1111	0.19843496	1736	0.335783784	1408	0	4041	0.167891892	2287	0	3965	0	3630	0	4143	0.4	399	0	4099	0.2	866
tofisopam	0.191869919	2771	0.25	1019	0.22093496	1479	0.332108108	1744	0	4203	0.166054054	2597	0	4134	0.266666667	1373	0.133333334	1561	0	4299	0	4274	0	4437
ursodiol	0.191869919	2772	0	4604	0.09593496	3033	0.332108108	1757	0	4300	0.166054054	2609	0	4255	0	3844	0	4354	0	4410	0	4392	0	4530
way-362450	0.191869919	2773	0	4653	0.09593496	3034	0	4894			0	4918	0	4336			0	4411	0	4467	0	4464	0	4573
ldn-212854	0.191544716	2774	0.04	2097	0.115772358	2874	0	4165	0	3071	0	4221	0.32	273	0	2806	0.16	1448	0	3028	0.186666667	938	0.093333334	1797
adenine	0.190569106	2775	0.04	2073	0.115284553	2877	0.207567568	3024	0.133333333	1491	0.170450451	2239	0	1184	0.133333333	1472	0.066666667	2006	0	1568	0.053333333	1223	0.026666667	2124
arbutin	0.189918699	2776	0	2371	0.09495935	3035	0.097297297	3294	0	1855	0.048648649	3373	0	1351	0	1801	0	2328	0	1715	0	1634	0	2418
azelaic-acid	0.189918699	2777	0	2446	0.09495935	3036	0.097297297	3295	0	1931	0.048648649	3374	0	1435	0	1870	0	2390	0	1808	0	1725	0	2490
bms-470539	0.189918699	2778	0	2546	0.09495935	3037	0.4	676	0	2049	0.2	1740	0	1558	0	1968	0	2486	0	1932	0	1837	0	2590
cardionogen-1	0.189918699	2779	0.37	257	0.27995935	865	0	3633	0	2134	0	3719	0	1669	0	2040	0	2558	0	2033	0	1934	0	2663
cct-031374	0.189918699	2780	0.37	258	0.27995935	866	0	3644	0	2155	0	3730	0	1691	0	2057	0	2572	0	2053	0	1953	0	2676
ethisterone	0.189918699	2781	0	3080	0.09495935	3038	0.097297297	3300	0	2631	0.048648649	3379	0	2234	0	2433	0	2950	0	2536	0	2457	0	3063
exifone	0.189918699	2782	0	3098	0.09495935	3039	0.097297297	3301	0	2655	0.048648649	3380	0	2266	0	2453	0	2971	0	2561	0	2487	0	3081
hexylresorcinol	0.189918699	2783	0	3300	0.09495935	3040	0.097297297	3304	0	2875	0.048648649	3383	0	2534	0	2639	0	3161	0	2805	0	2758	0	3276
hydroquinone	0.189918699	2784	0	3319	0.09495935	3041	0.097297297	3305	0	2895	0.048648649	3384	0	2557	0	2654	0	3179	0	2828	0	2777	0	3294
icg-001	0.189918699	2785	0.37	284	0.27995935	867	0	4081	0	2914	0	4143	0	2585	0	2671	0	3197	0	2854	0	2802	0	3314
icrt-14	0.189918699	2786	0.37	285	0.27995935	868	0	4084	0	2924	0	4146	0	2598	0	2679	0	3207	0	2865	0	2812	0	3324
mequinol	0.189918699	2787	0	3629	0.09495935	3042	0.097297297	3308	0	3217	0.048648649	3387	0	2970	0	2929	0	3459	0	3190	0	3142	0	3561
monobenzone	0.189918699	2788	0	3710	0.09495935	3043	0.097297297	3311	0	3315	0.048648649	3390	0	3093	0	3002	0	3544	0	3307	0	3249	0	3656
pnu-74654	0.189918699	2789	0.37	315	0.27995935	869	0	4490	0	3686	0	4533	0	3515	0	3307	0	3836	0	3719	0	3652	0	3978
rosmarinic-acid	0.189918699	2790	0	4186	0.09495935	3044	0.097297297	3315	0	3851	0.048648649	3394	0	3726	0	3449	0	3982	0	3898	0	3857	0	4120
rucinol	0.189918699	2791	0	4201	0.09495935	3045	0.097297297	3316	0	3868	0.048648649	3395	0	3756	0	3466	0	4001	0	3918	0	3876	0	4132
bardoxolone-methyl	0.189268293	2792	0.16	1522	0.174634147	1958	0.269837838	2560	0	1954	0.134918919	2895	0.249230769	590	0	1888	0.124615385	1642	0.283428571	800	0.08	1177	0.181714286	956
rutin	0.189252917	2793	0.115	1891	0.152126459	2097	0	4592	0	3871	0	4633	0	3760	0.1	1560	0.05	2068	0	3921	0	3880	0	4135
alfacalcidol	0.189191965	2794	0	2270	0.094595983	3047	0.332108108	1436	0	1754	0.166054054	2306	0	1222	0	1710	0	2238	0	1595	0.215238095	801	0.107619048	1676
calcifediol	0.189191965	2795	0	2612	0.094595983	3048	0.332108108	1488	0	2113	0.166054054	2353	0.086666667	1007	0	2024	0.043333334	2080	0	2006	0.186666667	898	0.093333334	1768
calcipotriol	0.189191965	2796	0	2613	0.094595983	3049	0.332108108	1489	0	2114	0.166054054	2354	0	1646	0	2025	0	2544	0	2007	0.186666667	899	0.093333334	1769
doxercalciferol	0.189191965	2797	0	2956	0.094595983	3050	0.332108108	1536	0	2514	0.166054054	2399	0.086666667	1009	0	2334	0.043333334	2082	0	2413	0.186666667	910	0.093333334	1776
ercalcitriol	0.189191965	2798	0	3048	0.094595983	3051	0.332108108	1553	0	2603	0.166054054	2415	0	2196	0	2407	0	2921	0	2509	0.186666667	916	0.093333334	1781
falecalcitriol	0.189191965	2799	0	3102	0.094595983	3052	0.332108108	1568	0	2661	0.166054054	2430	0.086666667	1010	0	2457	0.043333334	2083	0	2567	0.186666667	918	0.093333334	1783
maxacalcitol	0.189191965	2800	0	3596	0.094595983	3053	0.332108108	1625	0	3186	0.166054054	2486	0.086666667	1014	0	2902	0.043333334	2085	0	3158	0.186666667	943	0.093333334	1801
paricalcitol	0.189191965	2801	0	3927	0.094595983	3054	0.332108108	1671	0	3562	0.166054054	2531	0.086666667	1016	0	3204	0.043333334	2086	0	3571	0.186666667	952	0.093333334	1809
secalciferol	0.189191965	2802	0	4269	0.094595983	3055	0.332108108	1718	0	3940	0.166054054	2573	0	3847	0	3545	0	4065	0	3994	0.186666667	969	0.093333334	1818
seocalcitol	0.189191965	2803	0	4276	0.094595983	3056	0.332108108	1720	0	3952	0.166054054	2575	0	3859	0	3554	0	4074	0	4005	0.186666667	970	0.093333334	1819
tacalcitol	0.189191965	2804	0	4384	0.094595983	3057	0.332108108	1730	0	4062	0.166054054	2584	0	3987	0	3643	0	4155	0	4141	0.186666667	975	0.093333334	1823
wiskostatin	0.18894309	2805	0	4659	0.094471545	3058	0	4898	0	4371	0	4922	0	4342	0	3904	0	4416	0	4472	0	4470	0	4577
cryptotanshinone	0.186971053	2806	0.15	1657	0.168485527	1972	0.488298584	506	0	2351	0.244149292	1581	0.249230769	599	0	2191	0.124615385	1644	0	2246	0.08	1180	0.04	2082
retinol	0.186666667	2807	0.09	1980	0.138333334	2238	0.211459459	2998	0	3799	0.10572973	3105	0	3667	0	3404	0	3939	0	3848	0	3788	0	4076
zln024	0.184390244	2808	0.095	1952	0.139695122	2229	0.207567568	3128	0.2	1489	0.203783784	1655	0	4404	0.2	1469	0.1	1876	0.260571429	1227	0.053333333	1330	0.156952381	1053
pp-1	0.181463415	2809	0	4043	0.090731708	3060	0.4	917	0	3696	0.2	1966	0	3526	0	3314	0	3844	0	3728	0	3662	0	3984
r406	0.181463415	2810	0.13	1787	0.155731708	2056	0.4	924	0	3775	0.2	1973	0.246153846	733	0	3382	0.123076923	1722	0	3822	0.186666667	961	0.093333334	1814
spp86	0.181463415	2811	0	4334	0.090731708	3061	0.4	964	0	4002	0.2	2012	0	3929	0	3602	0	4116	0	4071	0	4059	0	4257
ic261	0.181463415	2812	0.36	411	0.270731708	928	0.310486486	2049	0	2910	0.155243243	2751	0	2578	0	2668	0	3192	0	2847	0.053333333	1267	0.026666667	2153
lh846	0.181463415	2813	0.03	2121	0.105731708	2938	0.310486486	2054	0	3097	0.155243243	2756	0	2826	0	2825	0	3357	0	3060	0.053333333	1280	0.026666667	2160
pf-4800567	0.181463415	2814	0.36	445	0.270731708	929	0.310486486	2063	0	3615	0.155243243	2760	0	3424	0	3246	0	3773	0	3637	0.053333333	1302	0.026666667	2175
pf-670462	0.181463415	2815	0.36	446	0.270731708	930	0.310486486	2064	0	3619	0.155243243	2761	0	3427	0	3250	0	3776	0	3642	0.053333333	1303	0.026666667	2176
citicoline	0.180217141	2816	0.195714286	1299	0.187965714	1806	0.212820837	2989	0.261538462	1386	0.23717965	1585	0	1805	0.3	1287	0.15	1467	0.236571429	1230	0.085714286	1161	0.161142858	1037
sacubitril	0.179304193	2817	0.36	463	0.269652097	950	0.100806452	3288	0	3888	0.050403226	3341	0	3777	0	3483	0	4017	0	3940	0	3895	0	4148
carboxyamidotriazole	0.178536585	2818	0.13	1744	0.154268293	2064	0.22247619	2936	0	2132	0.111238095	3063	0.212307692	835	0	2038	0.106153846	1800	0	2031	0.106666667	1067	0.053333334	1957
rivanicline	0.178536585	2819	0.38	225	0.279268293	875	0.366054054	1142	0	3831	0.183027027	2148	0.212307692	836	0	3431	0.106153846	1801	0	3877	0.106666667	1122	0.053333334	2004
bms-309403	0.178211382	2820	0.09	1958	0.134105691	2390	0.20972973	3001	0	2046	0.104864865	3108	0	1557	0	1965	0	2485	0	1929	0	1834	0	2587
antimycin-a	0.177560976	2821	0.26	764	0.218780488	1494	0.248216216	2784	0.333333333	1017	0.290774775	1427	0.246153846	637	0.333333333	1035	0.28974359	471	0.289142857	677	0.146666667	997	0.217904762	532
talopram	0.177046572	2822	0	4401	0.088523286	3062	0.288967825	2286	0.2	1474	0.244483913	1572			0.2	1457	0.1	1887	0.189714286	1294	0	4139	0.094857143	1747
sucrose	0.175934959	2823	0	4357	0.08796748	3063	0.323459459	1897	0	4027	0.16172973	2691	0	3962	0	3627	0	4140	0	4103	0	4091	0	4279
apy0201	0.175284553	2824	0	2366	0.087642277	3064	0	3482	0	1851	0	3572	0.236923077	788	0	1797	0.118461539	1763	0	1709	0.106666667	1052	0.053333334	1945
methyl-aminolevulite	0.175284553	2825	0	3648	0.087642277	3065	0.129297297	3242	0.133333333	1510	0.131315315	2935	0	2996	0.133333333	1518	0.066666667	2029	0	3219	0.133333333	1015	0.066666667	1887
avitinib	0.174907539	2826			0.08745377	3066	0	3505			0	3593												
ck-101	0.174907539	2827			0.08745377	3067	0	3741			0	3820												
her2-inhibitor-1	0.174907539	2828			0.08745377	3068	0	4058			0	4120												
quotinib	0.174907539	2829			0.08745377	3069	0	4310			0	4361												
pf-06747775	0.174907539	2830			0.08745377	3070	0	4451			0	4497												
cholic-acid	0.17398374	2831	0.11	1906	0.14199187	2206	0.207567568	3041	0.333333333	1050	0.270450451	1518	0	1766	0.333333333	1069	0.166666667	1285	0.283428571	827	0	2038	0.141714286	1177
talmapimod	0.173658537	2832	0.2	1277	0.186829269	1813	0.241945946	2858	0.266666667	1384	0.254306307	1555	0.246153846	651	0.266666667	1384	0.256410257	550	0	4156	0.106666667	1130	0.053333334	2010
bimatoprost	0.173333333	2833	0.115	1866	0.144166667	2144	0.379459459	1063	0.4	360	0.38972973	498	0	1535	0.4	298	0.2	755	0	1905	0	1811	0	2567
nicotine	0.173333333	2834	0.432142857	167	0.302738095	653	0.366054054	1139	0.030769231	1607	0.198411643	2076	0	3192	0	3066	0	3616	0	3395	0	3331	0	3720
inositol-hexanicotite	0.172221231	2835	0	3372	0.086110616	3071	0.2	3135	0.030769231	1606	0.115384616	3052	0.173333333	898	0	2709	0.086666667	1937	0	2903	0	2849	0	3349
itd-1	0.17203252	2836	0	3404	0.08601626	3072	0	4116	0	2988	0	4176	0.258461538	438	0	2729	0.129230769	1586	0	2936	0	2885	0	3374
ly2109761	0.17203252	2837	0	3554	0.08601626	3073	0	4210	0	3151	0	4263	0.258461538	442	0	2868	0.129230769	1588	0	3112	0	3057	0	3499
azd8330	0.171707317	2838	0	2442	0.085853659	3074	0	3524	0	1928	0	3611	0.258461538	417	0	1867	0.129230769	1577	0.260571429	1144	0	1720	0.130285715	1395
heclin	0.171707317	2839	0	3293	0.085853659	3075	0	4056	0	2865	0	4118	0.252307692	548	0	2633	0.126153846	1622	0.260571429	1170	0	2749	0.130285715	1413
b-2	0.171707317	2840	0	3743	0.085853659	3076	0	4306	0	3351	0	4357	0.252307692	554	0	3024	0.126153846	1626	0.260571429	1180	0	3281	0.130285715	1420
sb-683698	0.171707317	2841	0	4249	0.085853659	3077	0.196756757	3156	0	3922	0.098378379	3251	0	3821	0	3525	0	4049	0.260571429	1204	0.053333333	1317	0.156952381	1050
17-pa	0.169900427	2842	0	2139	0.084950214	3089	0.22247619	2932			0.111238095	3061									0	1350	0	4629
amcinonide	0.169900427	2843	0	2301	0.084950214	3090	0.62247619	215	0	1788	0.311238095	1227	0	1269	0	1740	0	2273	0	1631	0	1547	0	2352
asciminib	0.169900427	2844	0	2387	0.084950214	3091	0	3489	0	1869	0	3578	0	1372	0.133333333	1479	0.066666667	2009						
beclomethasone	0.169900427	2845	0	2473	0.084950214	3092	0.62247619	216	0	1972	0.311238095	1228	0	1470	0	1900	0	2417	0	1847	0	1755	0	2518
beclomethasone-dipropiote	0.169900427	2846	0	2474	0.084950214	3093	0.62247619	217	0	1973	0.311238095	1229	0	1471	0	1901	0	2418	0	1848	0	1756	0	2519
betamethasone	0.169900427	2847	0	2499	0.084950214	3094	0.62247619	218	0	2002	0.311238095	1230	0	1504	0	1928	0	2446	0	1878	0	1785	0	2544
betamethasone-acetate	0.169900427	2848	0	2500	0.084950214	3095	0.62247619	219	0	2003	0.311238095	1231	0	1505	0	1929	0	2447	0	1879	0	1786	0	2545
betamethasone-valerate	0.169900427	2849	0	2504	0.084950214	3096	0.62247619	220	0	2007	0.311238095	1232	0	1509	0	1931	0	2451	0	1883	0	1788	0	2549
budesonide	0.169900427	2850	0	2590	0.084950214	3097	0.657637481	173	0	2089	0.328818741	1040	0	1613	0	2005	0	2522	0	1978	0	1887	0	2627
ciclesonide	0.169900427	2851	0	2733	0.084950214	3098	0.62247619	221	0	2265	0.311238095	1233	0	1773	0	2121	0	2630	0	2146	0	2045	0	2756
citarinostat	0.169900427	2852	0	2749	0.084950214	3099	0	3739			0	3819	0	1803			0	2647	0	2170			0	2775
cxd101	0.169900427	2853	0	2818	0.084950214	3100	0	3778			0	3851	0	1892			0	2704	0	2258			0	2845
deflazacort	0.169900427	2854	0	2870	0.084950214	3101	0.62247619	224	0	2414	0.311238095	1236	0	1960	0	2249	0	2752	0	2317	0	2212	0	2891
diflorasone-diacetate	0.169900427	2855	0	2914	0.084950214	3102	0.62247619	225	0	2467	0.311238095	1237	0	2019	0	2291	0	2800	0	2364	0	2261	0	2930
diflupredte	0.169900427	2856	0	2915	0.084950214	3103	0.62247619	226	0	2470	0.311238095	1238	0	2021	0	2293	0	2802	0	2366	0	2264	0	2932
edo-s101	0.169900427	2857	0	2988	0.084950214	3104	0	3867			0	3938	0	2120			0	2866	0	2444			0	2988
fludroxycortide	0.169900427	2858	0	3142	0.084950214	3105	0.62247619	228	0	2709	0.311238095	1239	0	2328	0	2494	0	3014	0	2613	0	2544	0	3119
flumethasone-pivalate	0.169900427	2859	0	3143	0.084950214	3106	0.62247619	229	0	2714	0.311238095	1240	0	2332	0	2498	0	3018	0	2616	0	2549	0	3122
fluocinolone-acetonide	0.169900427	2860	0	3145	0.084950214	3107	0.62247619	230	0	2716	0.311238095	1241	0	2334	0	2500	0	3020	0	2619	0	2551	0	3125
fluocinonide	0.169900427	2861	0	3146	0.084950214	3108	0.62247619	231	0	2717	0.311238095	1242	0	2335	0	2501	0	3021	0	2620	0	2552	0	3126
fluorometholone	0.169900427	2862	0	3147	0.084950214	3109	0.62247619	232	0	2718	0.311238095	1243	0	2336	0	2502	0	3022	0	2621	0	2553	0	3127
gsk3117391	0.169900427	2863	0	3255	0.084950214	3110	0	4037			0	4099	0	2473			0	3120	0	2755			0	3236
gsk9027	0.169900427	2864	0	3260	0.084950214	3111	0.62247619	233	0	2826	0.311238095	1244	0	2479	0	2599	0	3124	0	2762	0	2708	0	3242
halcinonide	0.169900427	2865	0	3287	0.084950214	3112	0.62247619	234	0	2858	0.311238095	1245	0	2515	0	2626	0	3150	0	2790	0	2742	0	3265
hydrocortisone	0.169900427	2866	0.37	282	0.269950214	947	0.62247619	235	0	2890	0.311238095	1246	0	2551	0	2650	0	3174	0	2822	0.186666667	926	0.093333334	1790
hydrocortisone-acetate	0.169900427	2867	0	3314	0.084950214	3113	0.62247619	236	0	2891	0.311238095	1247	0	2552	0	2651	0	3175	0	2823	0	2773	0	3290
hydrocortisone-butyrate	0.169900427	2868	0	3315	0.084950214	3114	0.62247619	237	0	2892	0.311238095	1248	0	2553	0	2652	0	3176	0	2824	0	2774	0	3291
hydrocortisone-valerate	0.169900427	2869	0	3317	0.084950214	3115	0.62247619	238	0	2894	0.311238095	1249	0	2555	0	2653	0	3178	0	2826	0	2776	0	3293
loteprednol	0.169900427	2870	0	3538	0.084950214	3116	0.62247619	239	0	3136	0.311238095	1250	0	2868	0	2856	0	3387	0	3100	0	3041	0	3492
medrysone	0.169900427	2871	0	3612	0.084950214	3117	0.62247619	240	0	3200	0.311238095	1251	0	2954	0	2915	0	3445	0	3174	0	3130	0	3551
mometasone	0.169900427	2872	0	3707	0.084950214	3118	0.62247619	243	0	3313	0.311238095	1254	0	3091	0	3000	0	3542	0	3303	0	3246	0	3652
mometasone-furoate	0.169900427	2873	0	3708	0.084950214	3119	0.62247619	244	0	3314	0.311238095	1255	0	3092	0	3001	0	3543	0	3304	0	3247	0	3653
prednisolone	0.169900427	2874	0	4047	0.084950214	3120	0.62247619	245	0	3710	0.311238095	1256	0	3542	0	3325	0	3856	0	3745	0	3674	0	3997
prednisolone-acetate	0.169900427	2875	0	4048	0.084950214	3121	0.62247619	246	0	3711	0.311238095	1257	0	3543	0	3326	0	3857	0	3746	0	3675	0	3998
prednisolone-hemisuccite	0.169900427	2876	0	4049	0.084950214	3122	0.62247619	247	0	3712	0.311238095	1258	0	3544	0	3327	0	3858	0	3747	0	3676	0	3999
r306465	0.169900427	2877	0	4106	0.084950214	3123	0	4531			0	4572	0	3637			0	3920	0	3821			0	4054
radotinib	0.169900427	2878	0	4113	0.084950214	3124	0	4534	0	3781	0	4575	0	3642	0.133333333	1533	0.066666667	2032						
remetinostat	0.169900427	2879	0	4129	0.084950214	3125	0	4541			0	4582	0	3660			0	3935	0	3840			0	4070
rimexolone	0.169900427	2880	0	4164	0.084950214	3126	0.62247619	249	0	3822	0.311238095	1260	0	3693	0	3425	0	3963	0	3870	0	3821	0	4097
triamcinolone	0.169900427	2881	0	4539	0.084950214	3127	0.62247619	251	0	4239	0.311238095	1261	0	4175	0	3791	0	4294	0	4332	0	4313	0	4466
triamcinolone-acetonide	0.169900427	2882	0	4540	0.084950214	3128	0.62247619	252	0	4240	0.311238095	1262	0	4176	0.133333333	1544	0.066666667	2039	0	4333	0.266666667	503	0.133333334	1346
tributyrin	0.169900427	2883	0	4543	0.084950214	3129	0	4817			0	4842	0	4178			0	4296	0	4335			0	4468
tucidinostat	0.169900427	2884	0	4566	0.084950214	3130	0	4834			0	4859	0	4210			0	4320	0	4364			0	4491
nppb	0.168780488	2885	0	3817	0.084390244	3131	0	4354	0	3438	0	4404	0	3235	0	3094	0	3646	0.2	1260	0	3365	0.1	1705
cathepsin-inhibitor-1	0.168455284	2886	0	2645	0.084227642	3132	0.240864865	2862	0	2144	0.120432433	3018	0	1683	0	2046	0	2565	0	2045	0.106666667	1068	0.053333334	1958
vby-825	0.168455284	2887	0	4615	0.084227642	3133	0.240864865	2873	0	4317	0.120432433	3025	0	4272	0	3854	0	4367	0	4421	0.146666667	1012	0.073333334	1850
ambenonium	0.166920752	2888	0.06	2040	0.113460376	2904	0.101621622	3275			0.050810811	3328	0	1266			0	2271	0	1628	0	1545	0	2350
mestinon	0.166920752	2889	0.06	2047	0.113460376	2905	0.101621622	3279			0.050810811	3332	0	2972			0	3461	0	3193	0	3147	0	3564
tifezoxide	0.165853659	2890	0	4490	0.08292683	3134	0.230918919	2912	0	4178	0.11545946	3049	0	4115	0	3742	0	4253	0.082285714	1424	0	4255	0.041142857	2069
pd-123319	0.165528455	2891	0	3936	0.082764228	3135	0.346810811	1312	0	3572	0.173405406	2227	0	3369	0	3212	0	3740	0	3581	0.24	708	0.12	1602
cetilistat	0.163902439	2892	0	2685	0.08195122	3136	0.207567568	3039			0.103783784	3138	0	1718			0	2595	0	2096	0	1983	0	2714
dalbavancin	0.163902439	2893	0	2847	0.08195122	3137	0.207567568	3049	0	2387	0.103783784	3143	0	1930			0	2729	0	2289	0	2183	0	2865
cp-471474	0.163577236	2894	0.09	1964	0.126788618	2641	0	3761	0	2336	0	3839	0.258461538	424	0	2178	0.129230769	1582	0	2226	0.106666667	1072	0.053333334	1962
cts-1027	0.163577236	2895	0.09	1965	0.126788618	2642	0	3770	0	2353	0	3844	0.258461538	425	0	2193	0.129230769	1583	0	2250	0.106666667	1074	0.053333334	1964
