drug.name	pathway
 lercanidipine	MAPK signaling pathway
 lestaurtinib	MAPK signaling pathway
 leucomethylene-blue	MAPK signaling pathway
 levetiracetam	MAPK signaling pathway
 lidocaine	MAPK signaling pathway
 ligustilide	MAPK signaling pathway
 linifanib	MAPK signaling pathway
 linsitinib	MAPK signaling pathway
 lm-22a4	MAPK signaling pathway
 lm11a-31	MAPK signaling pathway
 lomerizine	MAPK signaling pathway
 lonafarnib	MAPK signaling pathway
 loperamide	MAPK signaling pathway
 losmapimod	MAPK signaling pathway
 lucitanib	MAPK signaling pathway
 lupanine	MAPK signaling pathway
 ly2109761	MAPK signaling pathway
 ly2157299	MAPK signaling pathway
 ly2228820	MAPK signaling pathway
 ly2801653	MAPK signaling pathway
 ly2874455	MAPK signaling pathway
 ly294002	MAPK signaling pathway
 ly3009120	MAPK signaling pathway
 ly364947	MAPK signaling pathway
 manidipine	MAPK signaling pathway
 masitinib	MAPK signaling pathway
 mek1-2-inhibitor	MAPK signaling pathway
 mesalazine	MAPK signaling pathway
 metacresol	MAPK signaling pathway
 methsuximide	MAPK signaling pathway
 mgcd-265	MAPK signaling pathway
 mibefradil	MAPK signaling pathway
 midostaurin	MAPK signaling pathway
 mk-2206	MAPK signaling pathway
 mk-2461	MAPK signaling pathway
 mk-8033	MAPK signaling pathway
 mk2-in-1	MAPK signaling pathway
 ml141	MAPK signaling pathway
 ml218	MAPK signaling pathway
 ml3403	MAPK signaling pathway
 ml786	MAPK signaling pathway
 motesanib	MAPK signaling pathway
 mubritinib	MAPK signaling pathway
 myricitrin	MAPK signaling pathway
 neratinib	MAPK signaling pathway
 nfkb-activation-inhibitor-ii	MAPK signaling pathway
 nifedipine	MAPK signaling pathway
 niflumic-acid	MAPK signaling pathway
 nilotinib	MAPK signaling pathway
 nilvadipine	MAPK signaling pathway
 nintedanib	MAPK signaling pathway
 nisoldipine	MAPK signaling pathway
 nitrendipine	MAPK signaling pathway
 nms-1286937	MAPK signaling pathway
 nobiletin	MAPK signaling pathway
 nqdi-1	MAPK signaling pathway
 nsc-663284	MAPK signaling pathway
 nsc-95397	MAPK signaling pathway
 nt157	MAPK signaling pathway
 nutlin-3	MAPK signaling pathway
 nvp-adw742	MAPK signaling pathway
 nvp-aew541	MAPK signaling pathway
 nvp-bgj398	MAPK signaling pathway
 nvp-bvu972	MAPK signaling pathway
 nvp-tae684	MAPK signaling pathway
 nvs-pak1-1	MAPK signaling pathway
 olmutinib	MAPK signaling pathway
 olomoucine	MAPK signaling pathway
 on123300	MAPK signaling pathway
 orantinib	MAPK signaling pathway
 osi-420	MAPK signaling pathway
 osi-930	MAPK signaling pathway
 osimertinib	MAPK signaling pathway
 otilonium	MAPK signaling pathway
 pac-1	MAPK signaling pathway
 paclitaxel	MAPK signaling pathway
 pacocf3	MAPK signaling pathway
 pacritinib	MAPK signaling pathway
 paramethadione	MAPK signaling pathway
 parthenolide-(alternate-stereo)	MAPK signaling pathway
 pazopanib	MAPK signaling pathway
 pd-0325901	MAPK signaling pathway
 pd-153035	MAPK signaling pathway
 pd-158780	MAPK signaling pathway
 pd-161570	MAPK signaling pathway
 pd-166285	MAPK signaling pathway
 pd-168393	MAPK signaling pathway
 pd-173074	MAPK signaling pathway
 pd-173212	MAPK signaling pathway
 pd-184352	MAPK signaling pathway
 pd-198306	MAPK signaling pathway
 pd-98059	MAPK signaling pathway
 pelitinib	MAPK signaling pathway
 penfluridol	MAPK signaling pathway
 pentoxifylline	MAPK signaling pathway
 perifosine	MAPK signaling pathway
 petcm	MAPK signaling pathway
 pexidartinib	MAPK signaling pathway
 pexmetinib	MAPK signaling pathway
 pf-04217903	MAPK signaling pathway
 pf-573228	MAPK signaling pathway
 pgl5001	MAPK signaling pathway
 ph-797804	MAPK signaling pathway
 pha-665752	MAPK signaling pathway
 pha-848125	MAPK signaling pathway
 phikan-083	MAPK signaling pathway
 pht-427	MAPK signaling pathway
 pidolic-acid	MAPK signaling pathway
 pifithrin-alpha	MAPK signaling pathway
 pifithrin-cyclic	MAPK signaling pathway
 pifithrin-mu	MAPK signaling pathway
 pimozide	MAPK signaling pathway
 pinaverium	MAPK signaling pathway
 pirfenidone	MAPK signaling pathway
 pki-166	MAPK signaling pathway
 plx4720	MAPK signaling pathway
 plx647	MAPK signaling pathway
 plx8394	MAPK signaling pathway
 podophyllotoxin	MAPK signaling pathway
 ponatinib	MAPK signaling pathway
 poziotinib	MAPK signaling pathway
 pp-121	MAPK signaling pathway
 pq-401	MAPK signaling pathway
 pranidipine	MAPK signaling pathway
 pranlukast	MAPK signaling pathway
 priralfinamide	MAPK signaling pathway
 purvalanol-a	MAPK signaling pathway
 purvalanol-b	MAPK signaling pathway
 pyrazolanthrone	MAPK signaling pathway
 pyrrolidine-dithiocarbamate	MAPK signaling pathway
 quizartinib	MAPK signaling pathway
 qx-314	MAPK signaling pathway
 r-268712	MAPK signaling pathway
 raf265	MAPK signaling pathway
 ravoxertinib	MAPK signaling pathway
 rebastinib	MAPK signaling pathway
 refametinib	MAPK signaling pathway
 regorafenib	MAPK signaling pathway
 repsox	MAPK signaling pathway
 reversine	MAPK signaling pathway
 rgb-286638	MAPK signaling pathway
 riboflavin-5-phosphate-sodium	MAPK signaling pathway
 rki-1447	MAPK signaling pathway
 ro-08-2750	MAPK signaling pathway
 ro-4987655	MAPK signaling pathway
 ro-5126766	MAPK signaling pathway
 rociletinib	MAPK signaling pathway
 rwj-67657	MAPK signaling pathway
 sanguinarium-chloride	MAPK signaling pathway
 sar131675	MAPK signaling pathway
 savolitinib	MAPK signaling pathway
 sb-202190	MAPK signaling pathway
 sb-203580	MAPK signaling pathway
 sb-239063	MAPK signaling pathway
 sb-242235	MAPK signaling pathway
 sb-431542	MAPK signaling pathway
 sb-505124	MAPK signaling pathway
 sb-525334	MAPK signaling pathway
 sb-590885	MAPK signaling pathway
 sb-747651a	MAPK signaling pathway
 sc-10	MAPK signaling pathway
 sc-9	MAPK signaling pathway
 sd-169	MAPK signaling pathway
 sd-208	MAPK signaling pathway
 selumetinib	MAPK signaling pathway
 semapimod	MAPK signaling pathway
 semaxanib	MAPK signaling pathway
 sgi-1776	MAPK signaling pathway
 sgx523	MAPK signaling pathway
 sipatrigine	MAPK signaling pathway
 sis3	MAPK signaling pathway
 skepinone-l	MAPK signaling pathway
 skf-86002	MAPK signaling pathway
 sklb1002	MAPK signaling pathway
 snap-5089	MAPK signaling pathway
 sorafenib	MAPK signaling pathway
 sotrastaurin	MAPK signaling pathway
 sp-100030	MAPK signaling pathway
 spironolactone	MAPK signaling pathway
 sr-3306	MAPK signaling pathway
 sr-3576	MAPK signaling pathway
 st-2825	MAPK signaling pathway
 su014813	MAPK signaling pathway
 su11274	MAPK signaling pathway
 su16f	MAPK signaling pathway
 su3327	MAPK signaling pathway
 su4312	MAPK signaling pathway
 sulfasalazine	MAPK signaling pathway
 sun-11602	MAPK signaling pathway
 sunitinib	MAPK signaling pathway
 sx-011	MAPK signaling pathway
 t-5224	MAPK signaling pathway
 ta-01	MAPK signaling pathway
 tak-285	MAPK signaling pathway
 tak-593	MAPK signaling pathway
 tak-632	MAPK signaling pathway
 tak-715	MAPK signaling pathway
 tak-733	MAPK signaling pathway
 talmapimod	MAPK signaling pathway
 tamoxifen	MAPK signaling pathway
 tandutinib	MAPK signaling pathway
 tanshinone-iia	MAPK signaling pathway
 tc-ask-10	MAPK signaling pathway
 tc-s-7006	MAPK signaling pathway
 tcs-359	MAPK signaling pathway
 telatinib	MAPK signaling pathway
 tg-02	MAPK signaling pathway
 tg-100572	MAPK signaling pathway
 tg-100801	MAPK signaling pathway
 thalidomide	MAPK signaling pathway
 tic10	MAPK signaling pathway
 tie2-kinase-inhibitor	MAPK signaling pathway
 tivantinib	MAPK signaling pathway
 tivozanib	MAPK signaling pathway
 toceranib	MAPK signaling pathway
 tpca-1	MAPK signaling pathway
 trametinib	MAPK signaling pathway
 trapidil	MAPK signaling pathway
 triciribine	MAPK signaling pathway
 triflusal	MAPK signaling pathway
 trimethadione	MAPK signaling pathway
 triptolide	MAPK signaling pathway
 trofinetide	MAPK signaling pathway
 trometamol	MAPK signaling pathway
 tucatinib	MAPK signaling pathway
 tws-119	MAPK signaling pathway
 tyrphostin-ag-1296	MAPK signaling pathway
 tyrphostin-ag-1478	MAPK signaling pathway
 tyrphostin-ag-18	MAPK signaling pathway
 tyrphostin-ag-494	MAPK signaling pathway
 tyrphostin-ag-825	MAPK signaling pathway
 tyrphostin-ag-835	MAPK signaling pathway
 tyrphostin-ag-879	MAPK signaling pathway
 tyrphostin-ag-99	MAPK signaling pathway
 u-0126	MAPK signaling pathway
 unc2025	MAPK signaling pathway
 uprosertib	MAPK signaling pathway
 urmc-099	MAPK signaling pathway
 vandetanib	MAPK signaling pathway
 vatalanib	MAPK signaling pathway
 vemurafenib	MAPK signaling pathway
 ver-155008	MAPK signaling pathway
 verapamil	MAPK signaling pathway
 vinblastine	MAPK signaling pathway
 vitamin-e	MAPK signaling pathway
 vlx600	MAPK signaling pathway
 vx-11e	MAPK signaling pathway
 vx-702	MAPK signaling pathway
 vx-745	MAPK signaling pathway
 way-200070	MAPK signaling pathway
 whi-p154	MAPK signaling pathway
 wz-3146	MAPK signaling pathway
 wz-4002	MAPK signaling pathway
 wz8040	MAPK signaling pathway
 xl228	MAPK signaling pathway
 xl647	MAPK signaling pathway
 xmd17-109	MAPK signaling pathway
 xmd8-92	MAPK signaling pathway
 y-27632	MAPK signaling pathway
 z160	MAPK signaling pathway
 zcl-278	MAPK signaling pathway
 zm-306416	MAPK signaling pathway
 zm-323881	MAPK signaling pathway
 zm-336372	MAPK signaling pathway
 zonisamide	MAPK signaling pathway
2-deoxyglucose	Maturity onset diabetes of the young
 gka-50	Maturity onset diabetes of the young
 gnf-7	Maturity onset diabetes of the young
 id-1101	Maturity onset diabetes of the young
 isx-9	Maturity onset diabetes of the young
 lauric-acid	Maturity onset diabetes of the young
 linoleic-acid	Maturity onset diabetes of the young
 lonidamine	Maturity onset diabetes of the young
 lupanine	Maturity onset diabetes of the young
 ly2608204	Maturity onset diabetes of the young
 metacresol	Maturity onset diabetes of the young
 ml179	Maturity onset diabetes of the young
 pf-04937319	Maturity onset diabetes of the young
 ro-28-1675	Maturity onset diabetes of the young
 tofogliflozin	Maturity onset diabetes of the young
1-azakenpaullone	Measles
 2|3-dcpe	Measles
 4|5|6|7-tetrabromobenzotriazole	Measles
 5-amino-3-d-ribofuranosylthiazolo[4|5-d]pyrimidin-2|7(3h|6h)-dione	Measles
 7-hydroxystaurosporine	Measles
 a-1070722	Measles
 a-674563	Measles
 a66	Measles
 abemaciclib	Measles
 abt-737	Measles
 acalisib	Measles
 acetylcysteine	Measles
 acitretin	Measles
 adenosine-triphosphate	Measles
 ag-490	Measles
 ag-555	Measles
 alantolactone	Measles
 aloe-emodin	Measles
 alpelisib	Measles
 alvocidib	Measles
 amg-319	Measles
 amg-925	Measles
 amg-perk-44	Measles
 amg319	Measles
 aminopurvalanol-a	Measles
 aminosalicylate	Measles
 amygdalin	Measles
 andrographolide	Measles
 antagonist-g	Measles
 antimycin-a	Measles
 apck-110	Measles
 api-1	Measles
 apigenin	Measles
 apr-246	Measles
 apy0201	Measles
 ar-a014418	Measles
 arctigenin	Measles
 arcyriaflavin-a	Measles
 arglabin	Measles
 arq-092	Measles
 arsenic-trioxide	Measles
 as-2444697	Measles
 as-604850	Measles
 aspirin	Measles
 at-7519	Measles
 at-9283	Measles
 at13148	Measles
 at7867	Measles
 atiprimod	Measles
 auranofin	Measles
 az-10417808	Measles
 azd1080	Measles
 azd1480	Measles
 azd2858	Measles
 azd3264	Measles
 azd5363	Measles
 azd6482	Measles
 azd8186	Measles
 azd8835	Measles
 bam7	Measles
 bardoxolone-methyl	Measles
 baricitinib	Measles
 bax-channel-blocker	Measles
 bay-11-7082	Measles
 bay-11-7085	Measles
 benzoic-acid	Measles
 bergenin	Measles
 bgt226	Measles
 bi-78d3	Measles
 bicyclol	Measles
 bisindolylmaleimide-ix	Measles
 bms-265246	Measles
 bms-345541	Measles
 bms-387032	Measles
 bms-536924	Measles
 bms-754807	Measles
 bortezomib	Measles
 bosutinib	Measles
 briciclib	Measles
 buparlisib	Measles
 bx-795	Measles
 bx-912	Measles
 c34	Measles
 caffeic-acid-phenethyl-ester	Measles
 caffeine	Measles
 camkii-in-1	Measles
 canertinib	Measles
 carbendazim	Measles
 cc-401	Measles
 cdk1-5-inhibitor	Measles
 cgp-60474	Measles
 ch5132799	Measles
 chir-98014	Measles
 chir-99021	Measles
 chrysin	Measles
 ckd-712	Measles
 copanlisib	Measles
 cryptotanshinone	Measles
 cu-t12-9	Measles
 cudc-907	Measles
 curcumol	Measles
 cx-4945	Measles
 cyt387	Measles
 dasatinib	Measles
 dbeq	Measles
 decernotinib	Measles
 diacerein	Measles
 dinaciclib	Measles
 docetaxel	Measles
 docosanol	Measles
 dsr-6434	Measles
 duvelisib	Measles
 edaravone	Measles
 elesclomol	Measles
 ellagic-acid	Measles
 emodin	Measles
 emricasan	Measles
 enzastaurin	Measles
 ephedrine-(racemic)	Measles
 etp-45658	Measles
 fedratinib	Measles
 filgotinib	Measles
 fisetin	Measles
 flurizan	Measles
 gambogic-acid	Measles
 gdc-0068	Measles
 gdc-0349	Measles
 gdc-0941	Measles
 gdc-0980	Measles
 gentamycin	Measles
 glucosamine	Measles
 gossypol	Measles
 gs-143	Measles
 gs-9620	Measles
 gsk-3-inhibitor-ix	Measles
 gsk2110183	Measles
 gsk2126458	Measles
 gsk2606414	Measles
 gsk2636771	Measles
 gsk690693	Measles
 ha14-1	Measles
 hexamethylenebisacetamide	Measles
 hydroxychloroquine	Measles
 hypoestoxide	Measles
 ibudilast	Measles
 idasanutlin	Measles
 idelalisib	Measles
 ikk-16	Measles
 ikk-2-inhibitor-v	Measles
 ikk-2-inhibitor	Measles
 imiquimod	Measles
 indirubin-3-monoxime	Measles
 irbesartan	Measles
 isrib	Measles
 itacitinib	Measles
 jak3-inhibitor-v	Measles
 jnj-7706621	Measles
 jte-607	Measles
 jw-67	Measles
 kenpaullone	Measles
 kn-62	Measles
 lauric-acid	Measles
 ly2090314	Measles
 ly2784544	Measles
 ly294002	Measles
 meisoindigo	Measles
 mesalazine	Measles
 mk-2206	Measles
 mln0128	Measles
 mln1117	Measles
 naloxone	Measles
 napabucasin	Measles
 navitoclax	Measles
 nfkb-activation-inhibitor-ii	Measles
 niclosamide	Measles
 nqdi-1	Measles
 ns-018	Measles
 nsc-625987	Measles
 nu-2058	Measles
 nu-6027	Measles
 nutlin-3	Measles
 nvp-bez235	Measles
 obatoclax	Measles
 ochromycinone	Measles
 olomoucine	Measles
 on123300	Measles
 oridonin	Measles
 p276-00	Measles
 pac-1	Measles
 paclitaxel	Measles
 pacritinib	Measles
 palbociclib	Measles
 parthenolide-(alternate-stereo)	Measles
 pd-98059	Measles
 peficitinib	Measles
 perifosine	Measles
 petcm	Measles
 pf-04691502	Measles
 pf-05212384	Measles
 pf-573228	Measles
 pgl5001	Measles
 pha-793887	Measles
 pha-848125	Measles
 phikan-083	Measles
 pht-427	Measles
 pi-103	Measles
 piceatannol	Measles
 pifithrin-alpha	Measles
 pifithrin-cyclic	Measles
 pifithrin-mu	Measles
 pik-293	Measles
 pik-294	Measles
 pik-75	Measles
 pp-121	Measles
 pranlukast	Measles
 purvalanol-a	Measles
 purvalanol-b	Measles
 pyrazolanthrone	Measles
 pyrrolidine-dithiocarbamate	Measles
 r547	Measles
 rasagiline	Measles
 resatorvid	Measles
 resiquimod	Measles
 resveratrol	Measles
 rgb-286638	Measles
 ribociclib	Measles
 roscovitine	Measles
 ruxolitinib-(s)	Measles
 ruxolitinib	Measles
 rwj-21757	Measles
 rx-3117	Measles
 ryuvidine	Measles
 salubrinal	Measles
 sanguinarium-chloride	Measles
 sb-202190	Measles
 sb-203580	Measles
 sb-216763	Measles
 sb-2343	Measles
 sb-415286	Measles
 sb-747651a	Measles
 sch-900776	Measles
 solcitinib	Measles
 sp-100030	Measles
 sr-3306	Measles
 sr-3576	Measles
 st-2825	Measles
 sta-5326	Measles
 stat3-inhibitor-vi	Measles
 su3327	Measles
 su9516	Measles
 sulfasalazine	Measles
 t-5224	Measles
 talmapimod	Measles
 tanshinone-iia	Measles
 taselisib	Measles
 tcs-2002	Measles
 tcs-21311	Measles
 tg-02	Measles
 tg-101209	Measles
 tg100-115	Measles
 tgx-221	Measles
 tic10	Measles
 tideglusib	Measles
 tofacitinib	Measles
 tpca-1	Measles
 triciribine	Measles
 triflusal	Measles
 triptolide	Measles
 trofinetide	Measles
 ttp-22	Measles
 tw-37	Measles
 tws-119	Measles
 u-0126	Measles
 uprosertib	Measles
 venetoclax	Measles
 ver-155008	Measles
 vgx-1027	Measles
